"","image_path","xmin","ymin","xmax","ymax","label"
"1955","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429396.548960461,220207.085915581,429405.002391182,220215.539346301,"Tree"
"1956","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429400.619130808,220213.660806141,429408.446381475,220222.114236862,"Tree"
"1957","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429395.609690381,220216.008981341,429401.245310861,220222.270781875,"Tree"
"1958","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429396.079325421,220221.018421768,429406.098206275,220229.158762462,"Tree"
"1959","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429404.845846168,220219.766061662,429412.986186862,220232.915842782,"Tree"
"1960","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429405.315481208,220233.385477822,429412.203461795,220242.465088596,"Tree"
"1961","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429410.324921635,220231.350392649,429416.273632142,220235.733653023,"Tree"
"1962","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429410.324921635,220241.056183476,429418.152172302,220248.883434143,"Tree"
"1963","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429411.420736729,220236.203288063,429416.743267182,220242.465088596,"Tree"
"1964","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429411.733826755,220247.31798401,429417.056357209,220255.145234677,"Tree"
"1965","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429417.056357209,220243.247813663,429422.691977689,220249.19652417,"Tree"
"1966","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429419.717622436,220249.66615921,429426.605603023,220256.867229824,"Tree"
"1967","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429414.238546969,220252.797059477,429421.126527556,220259.99813009,"Tree"
"1968","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429420.343802489,220257.493409877,429426.292512996,220264.381390464,"Tree"
"1969","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429423.161612729,220254.675599637,429428.797233209,220259.685040064,"Tree"
"1970","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429417.682537262,220260.937400171,429423.005067716,220266.886110677,"Tree"
"1971","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429421.439617582,220262.502850304,429428.640688196,220271.582461078,"Tree"
"1972","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429427.075238063,220266.103385611,429435.215578757,220274.869906358,"Tree"
"1973","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429424.100882809,220273.147911211,429429.110323236,220277.844261611,"Tree"
"1974","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429428.953778223,220272.678276171,429435.84175881,220280.818616865,"Tree"
"1975","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429434.90248873,220277.844261611,429442.729739397,220287.550052439,"Tree"
"1976","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429427.857963129,220280.348981825,429434.119763663,220288.802412545,"Tree"
"1977","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429436.624483877,220286.767327372,429443.512464464,220298.351658359,"Tree"
"1978","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429433.337038596,220295.064213079,429439.911929157,220301.639103639,"Tree"
"1979","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429438.65956905,220303.204553773,429447.426089797,220310.718714413,"Tree"
"1980","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429442.41664937,220295.064213079,429452.122440197,220306.961634093,"Tree"
"1981","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429448.052269851,220306.33545404,429455.879520518,220316.354334893,"Tree"
"1982","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429438.972659077,220309.62289932,429443.669009477,220314.945429773,"Tree"
"1983","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429441.320834277,220312.44070956,429449.148084944,220321.207230307,"Tree"
"1984","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429449.617719984,220315.415064813,429460.888960944,220325.120855641,"Tree"
"1985","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429452.592075237,220321.050685294,429461.984776038,220330.756476121,"Tree"
"1986","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429450.243900037,220327.312485827,429459.949690864,220339.836086895,"Tree"
"1987","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429434.545593812,220351.520242726,429445.410825302,220363.290910173,"Tree"
"1988","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429439.978209557,220361.706397247,429448.127133174,220370.308038844,"Tree"
"1989","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429442.46815844,220370.081679854,429450.617082057,220380.946911344,"Tree"
"1990","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429448.579851153,220385.021373153,429456.72877477,220396.339322622,"Tree"
"1991","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429451.748877004,220396.112963632,429458.992364664,220404.26188725,"Tree"
"1992","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429468.725801207,220401.545579377,429478.68559674,220412.410810867,"Tree"
"1993","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429444.92267519,220413.539854255,429449.570229643,220418.187408707,"Tree"
"1994","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429444.989068825,220401.588999949,429452.690730489,220408.493937992,"Tree"
"1995","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429447.246452417,220407.033278022,429455.213688621,220414.867726956,"Tree"
"1996","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429453.819422285,220400.858669963,429459.794849438,220410.552140678,"Tree"
"1997","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429457.006316767,220408.626725262,429464.575191161,220415.797237846,"Tree"
"1998","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429451.030889613,220413.07509881,429457.935827657,220419.980036853,"Tree"
"1999","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429458.334189467,220417.855440532,429467.363723832,220426.486613087,"Tree"
"2000","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429461.853052124,220424.760378576,429470.085862868,220430.337443919,"Tree"
"2001","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429480.778661922,220528.838249728,429501.178332776,220549.993463947,"Tree"
"2002","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429492.489584079,220526.949391316,429510.622624838,220546.593518805,"Tree"
"2003","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429477.000945097,220512.594067381,429491.356269031,220532.23819487,"Tree"
"2004","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429487.956323889,220509.194122239,429505.333821283,220531.104879823,"Tree"
"2005","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429486.067465477,220496.727656717,429500.422789411,220509.571893922,"Tree"
"2006","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429480.778661922,220485.394506243,429493.622899126,220499.749830177,"Tree"
"2007","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429477.756488462,220472.172497356,429493.622899126,220490.305538115,"Tree"
"2008","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429473.600999955,220462.350433612,429483.423063699,220479.727931006,"Tree"
"2009","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429469.067739765,220446.106251265,429478.889803509,220461.217118564,"Tree"
"2010","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429464.912251258,220435.150872473,429475.489858367,220447.995109677,"Tree"
"2011","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429478.134260144,220658.036165136,429484.934150429,220663.324968691,"Tree"
"2012","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429491.734040714,220656.147306724,429508.355994743,220671.258174023,"Tree"
"2013","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429537.066642611,220656.147306724,429564.26620375,220684.102411227,"Tree"
"2014","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429535.933327564,220627.058887173,429546.510934673,220635.369864187,"Tree"
"2015","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429524.222405407,220596.08160921,429531.022295692,220600.614869399,"Tree"
"2016","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429517.422515122,220576.815253403,429525.733492137,220585.126230418,"Tree"
"2017","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429503.444962871,220547.726833852,429510.244853155,220556.037810867,"Tree"
"2018","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429506.844908013,220554.148952454,429515.155885027,220563.215472834,"Tree"
"2019","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429509.867081473,220559.059984326,429521.955775312,220573.415308261,"Tree"
"2020","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429581.755106152,220688.339266948,429591.509221913,220699.814697255,"Tree"
"2021","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429598.968251613,220717.601614231,429608.148595858,220730.224587569,"Tree"
"2022","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429601.837109189,220728.503273023,429611.59122495,220737.683617269,"Tree"
"2023","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429609.009253131,220742.273789391,429625.648627077,220756.04430576,"Tree"
"2024","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429632.533885261,220770.675479402,429640.566686476,220783.872224255,"Tree"
"2025","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429642.001115264,220781.003366678,429661.509346786,220797.642740623,"Tree"
"2026","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429654.337202844,220769.527936371,429671.550348305,220786.167310316,"Tree"
"2027","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429673.271662851,220760.060706367,429683.599550128,220769.814822128,"Tree"
"2028","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429660.074917998,220783.872224255,429673.271662851,220795.921426077,"Tree"
"2029","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429673.558548609,220787.601739105,429691.345465585,220800.224712442,"Tree"
"2030","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429679.296263762,220766.945964552,429689.624151039,220773.831222736,"Tree"
"2031","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429660.629987056,220790.777309888,429682.319516638,220819.696682664,"Tree"
"2032","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429644.855783724,220796.692636138,429655.371919279,220805.894254748,"Tree"
"2033","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429658.000953168,220821.668458081,429671.146122611,220832.841852108,"Tree"
"2034","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429679.033224277,220805.894254748,429700.72275386,220830.870076691,"Tree"
"2035","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429695.793315318,220819.368053428,429716.168327956,220839.085807593,"Tree"
"2036","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429668.517088723,220828.898301275,429686.920325944,220843.357987663,"Tree"
"2037","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429674.432414972,220846.315650787,429690.206618305,220862.747112592,"Tree"
"2038","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429679.033224277,220830.212818219,429705.980821637,220854.53138169,"Tree"
"2039","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429691.849764485,220845.987021551,429712.882035595,220869.64832655,"Tree"
"2040","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429703.680416984,220835.470885996,429715.511069484,220849.273313912,"Tree"
"2041","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429685.934438235,220863.7330003,429703.680416984,220883.450754466,"Tree"
"2042","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429706.309450873,220864.061629536,429727.998980455,220885.751159119,"Tree"
"2043","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429695.464686082,220882.136237521,429710.581630942,220893.966890021,"Tree"
"2044","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429640.583603655,220826.926525858,429656.357806987,220841.386212246,"Tree"
"2045","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429629.738838864,220832.513222872,429651.428368446,220850.259201621,"Tree"
"2046","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429632.039243516,220846.644280024,429647.813446849,220859.789449467,"Tree"
"2047","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429649.456593029,220840.400324538,429668.517088723,220852.888235509,"Tree"
"2048","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429653.071514626,220849.930572384,429663.587650181,220863.075741828,"Tree"
"2049","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429659.644099348,220861.103966412,429669.502976431,220868.991068078,"Tree"
"2050","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429665.888054834,220866.033404953,429675.089673444,220875.892282036,"Tree"
"2051","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429666.873942542,220874.577765091,429678.704595041,220887.722934535,"Tree"
"2052","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429625.138029558,220857.817674051,429641.569491363,220868.991068078,"Tree"
"2053","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429623.494883378,220868.662438842,429639.26908671,220880.493091341,"Tree"
"2054","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429623.166254142,220879.178574397,429637.62594053,220892.981002313,"Tree"
"2055","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429621.387441764,220892.648452146,429638.873671133,220911.163283241,"Tree"
"2056","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429672.817528142,220893.934204305,429682.07494369,220901.648717262,"Tree"
"2057","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429668.960271664,220900.362965102,429682.846394986,220909.62038065,"Tree"
"2058","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429678.731988075,220896.248558192,429691.075208806,220908.591778923,"Tree"
"2059","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429706.151429372,220793.582118626,429721.525059067,220805.694675355,"Tree"
"2060","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429695.669409126,220787.292906478,429702.657422623,220796.144390242,"Tree"
"2061","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429697.998746958,220791.71864836,429706.384363155,220805.694675355,"Tree"
"2062","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429699.629283441,220803.132403739,429716.866383402,220818.506033433,"Tree"
"2063","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429719.428655017,220792.883317276,429730.609476613,220802.200668606,"Tree"
"2064","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429713.838244219,220776.810886232,429724.087330682,220788.457575394,"Tree"
"2065","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429699.396349658,220782.168363247,429711.508906387,220791.485714577,"Tree"
"2066","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429705.685561806,220772.152210567,429716.400515835,220781.469561897,"Tree"
"2067","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429698.930482091,220769.124071385,429708.247833421,220777.975555148,"Tree"
"2068","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429682.625117264,220770.754607867,429701.259819924,220786.128237562,"Tree"
"2069","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429700.095151008,220752.818706557,429713.605310436,220767.726468685,"Tree"
"2070","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429685.420322663,220755.380978173,429694.271806426,220765.164197069,"Tree"
"2071","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429690.078998328,220761.903124104,429699.862217224,220771.686343,"Tree"
"2072","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429693.80593886,220748.160030892,429702.657422623,220755.613911956,"Tree"
"2073","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429704.287959106,220740.240282262,429713.605310436,220751.421103858,"Tree"
"2074","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429711.04303882,220744.666024144,429721.75799285,220755.380978173,"Tree"
"2075","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429722.456794199,220752.352838991,429735.501086061,220765.397130853,"Tree"
"2076","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429730.609476613,220761.670190321,429745.983106308,220774.714482183,"Tree"
"2077","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429724.087330682,220770.754607867,429742.256165776,220784.730634862,"Tree"
"2078","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429744.818437391,220752.585772774,429759.726199519,220768.891137601,"Tree"
"2079","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429719.356463698,220730.982427546,429727.084642586,220737.937788545,"Tree"
"2080","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429727.277847058,220731.368836491,429731.141936502,220736.392152768,"Tree"
"2081","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429731.335140974,220729.050382825,429734.812821474,220732.528063324,"Tree"
"2082","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429727.277847058,220737.744584073,429733.460390168,220742.381491406,"Tree"
"2083","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429723.220553142,220741.0290601,429727.857460475,220744.120331655,"Tree"
"2084","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429729.016687308,220741.0290601,429734.040003585,220745.279558488,"Tree"
"2085","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429735.199230418,220737.551379601,429739.836137751,220741.0290601,"Tree"
"2086","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429733.846799113,220734.460108046,429738.87011539,220737.937788545,"Tree"
"2087","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429740.222546695,220735.039721462,429745.632271916,220739.290219851,"Tree"
"2088","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429739.642933278,220737.937788545,429746.598294277,220746.438785322,"Tree"
"2089","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429743.893431666,220737.358175129,429748.530338999,220743.540718239,"Tree"
"2090","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429754.133268692,220745.859171905,429758.770176025,220749.336852404,"Tree"
"2091","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429760.315811802,220750.882488182,429768.04399069,220753.973759737,"Tree"
"2092","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429764.566310191,220738.32419749,429775.772169578,220750.68928371,"Tree"
"2093","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429773.067306967,220729.050382825,429785.818802131,220741.0290601,"Tree"
"2094","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429780.215872438,220717.651318965,429791.808140769,220732.721267796,"Tree"
"2095","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429776.351782994,220707.218277467,429781.761508215,220724.22027102,"Tree"
"2096","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429769.78283094,220700.262916469,429773.646920384,220713.400820577,"Tree"
"2097","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429773.453715911,220679.976446889,429785.818802131,220692.341533109,"Tree"
"2098","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429744.086636139,220717.071705549,429753.746859748,220726.345520214,"Tree"
"2099","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429743.700227194,220728.66397388,429747.950725582,220734.073699102,"Tree"
"2100","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429738.097297501,220723.061044187,429743.507022722,220726.925133631,"Tree"
"2101","C:/Users/am1355/OneDrive - University of Leicester/Publications/Thesis/ch2/training_deepforest/RGB_training/FarmED.tif",429748.143930055,220727.118338103,429751.621610554,220729.823200713,"Tree"
